,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,year,profit
4827,22000000,"[28, 80, 53]",en,9.737907,[6194],['US'],1983-12-07,67642693.0,117.0,['en'],Sudden Impact,6.5,210.0,1983,45642693.0
2680,15000000,"[35, 12, 10749]",en,7.747432,[6194],['US'],1983-07-28,61399552.0,98.0,['en'],National Lampoon's Vacation,7.1,412.0,1983,46399552.0
2922,40600000,[35],en,14.285052,"[4, 11142]",['US'],1983-06-07,90400000.0,116.0,"['en', 'pt']",Trading Places,7.1,763.0,1983,49800000.0
2799,6200000,"[35, 10749]",en,6.505209,[4354],['US'],1983-08-05,63541777.0,98.0,"['de', 'en']",Risky Business,6.4,340.0,1983,57341777.0
1340,20500000,"[53, 27]",en,16.603041,"[33, 4904, 79415]",['US'],1983-03-16,87987055.0,99.0,['en'],Jaws 3-D,4.2,266.0,1983,67487055.0
6827,12000000,"[53, 878]",en,8.321647,"[60, 8791]",['US'],1983-06-03,79567667.0,114.0,['en'],WarGames,7.0,517.0,1983,67567667.0
2826,4000000,"[18, 10402, 10749]",en,9.888958,[4],['US'],1983-04-14,92921203.0,95.0,"['en', 'pt']",Flashdance,6.1,313.0,1983,88921203.0
7333,36000000,"[12, 28, 53]",en,10.231985,"[427, 67984, 67985]","['DE', 'GB', 'US']",1983-10-07,160000000.0,134.0,"['en', 'fr', 'ar', 'es']",Never Say Never Again,5.8,348.0,1983,124000000.0
7330,27500000,"[12, 28, 53]",en,10.619302,[7576],"['GB', 'US']",1983-06-05,187500000.0,131.0,"['de', 'en', 'ru', 'es']",Octopussy,6.2,534.0,1983,160000000.0
1167,32350000,"[12, 28, 878]",en,14.586087,"[1, 306]",['US'],1983-05-23,572700000.0,135.0,['en'],Return of the Jedi,7.9,4763.0,1983,540350000.0
