,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,year,profit
8257,110000000,"[53, 80]",en,11.869347,"[79, 129, 2596, 6194, 12202]",['US'],2004-12-09,362744280.0,125.0,"['fr', 'it', 'nl', 'zh', 'en']",Ocean's Twelve,6.4,2169.0,2004,252744280.0
8180,75000000,"[16, 28, 35, 10751]",en,17.999273,"[27, 520, 521]",['US'],2004-09-20,367275019.0,90.0,['en'],Shark Tale,5.8,1612.0,2004,292275019.0
7291,175000000,"[12, 18, 10752]",en,15.387275,"[81, 6194, 7636, 18990, 19107, 19108]","['US', 'MT', 'GB']",2004-05-13,497409852.0,163.0,['en'],Troy,6.9,2841.0,2004,322409852.0
7718,125000000,"[28, 12, 878, 53]",en,15.049695,[],['US'],2004-05-26,544272402.0,124.0,"['en', 'ja', 'fr', 'ar', 'es']",The Day After Tomorrow,6.2,2462.0,2004,419272402.0
9547,80000000,"[35, 10749]",en,11.876386,"[27, 33, 2242, 11391]",['US'],2004-12-22,516642939.0,115.0,['en'],Meet the Fockers,6.1,1412.0,2004,436642939.0
8234,92000000,"[28, 12, 16, 10751]",en,22.220214,"[2, 3]",['US'],2004-11-05,631442092.0,115.0,"['fr', 'en']",The Incredibles,7.4,5290.0,2004,539442092.0
7165,30000000,[18],en,13.194168,"[152, 306]",['US'],2004-02-25,611899420.0,127.0,"['he', 'la']",The Passion of the Christ,6.9,888.0,2004,581899420.0
7909,200000000,"[28, 12, 14]",en,10.834506,"[5, 326, 19551]",['US'],2004-06-25,783766341.0,127.0,"['en', 'ru', 'zh']",Spider-Man 2,6.7,4432.0,2004,583766341.0
7725,130000000,"[12, 14, 10751]",en,28.460276,"[436, 437, 6194]","['GB', 'US']",2004-05-31,789804554.0,141.0,['en'],Harry Potter and the Prisoner of Azkaban,7.7,6037.0,2004,659804554.0
7717,150000000,"[12, 16, 35, 10751, 14]",en,16.22986,"[27, 520, 521]",['US'],2004-05-19,919838758.0,93.0,['en'],Shrek 2,6.7,3082.0,2004,769838758.0
