,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,year,profit
19109,50000000,"[35, 14]",en,19.638605,"[33, 2531, 8789]",['US'],2012-06-29,549368315.0,106.0,['en'],Ted,6.3,4811.0,2012,499368315.0
19129,215000000,"[28, 12, 14]",en,31.102267,"[5, 326, 7505]",['US'],2012-06-27,752215857.0,136.0,['en'],The Amazing Spider-Man,6.5,6734.0,2012,537215857.0
19051,145000000,"[16, 10751]",en,13.829042,[521],['US'],2012-06-06,746921274.0,93.0,"['en', 'es', 'th']",Madagascar 3: Europe's Most Wanted,6.4,1857.0,2012,601921274.0
18244,75000000,"[878, 12, 14]",en,20.031667,"[1632, 5420]",['US'],2012-03-12,691210692.0,142.0,['en'],The Hunger Games,6.9,9634.0,2012,616210692.0
19814,120000000,"[12, 14, 18, 10749]",en,26.080995,"[491, 5219, 12292]",['US'],2012-11-13,829000000.0,115.0,['en'],The Twilight Saga: Breaking Dawn - Part 2,6.1,2641.0,2012,709000000.0
19971,250000000,"[12, 14, 28]",en,23.253089,"[11, 12, 174, 8411]","['NZ', 'US']",2012-11-26,1021103568.0,169.0,['en'],The Hobbit: An Unexpected Journey,7.0,8427.0,2012,771103568.0
19139,95000000,"[16, 35, 12, 10751]",en,13.26958,"[9383, 11749]",['US'],2012-06-26,877244782.0,88.0,['en'],Ice Age: Continental Drift,6.2,2731.0,2012,782244782.0
18252,250000000,"[28, 80, 18, 53]",en,20.58258,"[923, 6194, 9993, 9996]",['US'],2012-07-16,1084939099.0,165.0,['en'],The Dark Knight Rises,7.6,9263.0,2012,834939099.0
19261,200000000,"[28, 12, 53]",en,20.309585,[5],"['GB', 'US']",2012-10-25,1108561013.0,143.0,['en'],Skyfall,6.9,7718.0,2012,908561013.0
17818,220000000,"[878, 28, 12]",en,89.887648,"[4, 420]",['US'],2012-04-25,1519557910.0,143.0,['en'],The Avengers,7.4,12000.0,2012,1299557910.0
