,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,year,profit
1356,14000000,"[80, 27, 9648]",en,13.326443,"[979, 7405]",['US'],1996-12-20,173046663.0,111.0,['en'],Scream,7.0,1520.0,1996,159046663.0
662,80000000,"[16, 35, 18, 10751, 14]",en,11.054251,"[3592, 8816, 55527]",['US'],1996-11-15,250200000.0,88.0,['en'],Space Jam,6.5,1335.0,1996,170200000.0
1142,27000000,"[18, 10749, 10752]",en,15.564161,"[14, 12204]","['GB', 'US']",1996-11-14,231976425.0,162.0,"['de', 'it', 'ar', 'en']",The English Patient,7.0,559.0,1996,204976425.0
1344,50000000,"[35, 18, 10749]",en,11.807601,"[18, 559]",['US'],1996-12-06,273552592.0,139.0,"['en', 'pl']",Jerry Maguire,6.7,941.0,1996,223552592.0
808,80000000,"[28, 53]",en,8.772188,"[9195, 90663]",['US'],1996-11-08,309492681.0,117.0,['en'],Ransom,6.4,482.0,1996,229492681.0
716,75000000,"[28, 12, 53]",en,13.249824,"[915, 10288]",['US'],1996-06-06,335062621.0,136.0,['en'],The Rock,6.9,1474.0,1996,260062621.0
1318,54000000,"[35, 10751]",en,11.470748,"[2, 2173]","['GB', 'US']",1996-11-17,320689294.0,103.0,['en'],101 Dalmatians,5.6,722.0,1996,266689294.0
638,80000000,"[12, 28, 53]",en,15.793477,"[4, 44]",['US'],1996-05-22,457696359.0,110.0,"['en', 'fr', 'cs']",Mission: Impossible,6.7,2677.0,1996,377696359.0
719,92000000,"[28, 12, 18]",en,8.739144,"[33, 56, 6194, 23370]",['US'],1996-05-10,494471524.0,113.0,['en'],Twister,6.1,966.0,1996,402471524.0
760,75000000,"[28, 12, 878]",en,17.634197,"[306, 347]",['US'],1996-06-25,816969268.0,145.0,['en'],Independence Day,6.7,3334.0,1996,741969268.0
