,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,year,profit
26568,165000000,"[28, 12, 14, 878]",en,43.847654,"[2, 420]",['US'],2016-10-25,677718395.0,115.0,['en'],Doctor Strange,7.1,5880.0,2016,512718395.0
30543,175000000,"[28, 12, 80, 14, 878]",en,42.965027,"[429, 444, 507, 6194, 9993]",['US'],2016-08-02,745600054.0,123.0,['en'],Suicide Squad,5.9,7717.0,2016,570600054.0
31072,250000000,"[28, 12, 14]",en,31.435879,"[429, 507, 6194, 9993, 9995, 41624]",['US'],2016-03-23,873260194.0,151.0,['en'],Batman v Superman: Dawn of Justice,5.7,7189.0,2016,623260194.0
30401,180000000,"[12, 10751, 14]",en,41.051421,"[437, 6194]","['GB', 'US']",2016-11-16,809342332.0,133.0,['en'],Fantastic Beasts and Where to Find Them,7.2,5612.0,2016,629342332.0
26564,58000000,"[28, 12, 35]",en,187.860492,[],['US'],2016-02-09,783112979.0,108.0,['en'],Deadpool,7.4,11444.0,2016,725112979.0
31390,175000000,"[10751, 12, 18, 14]",en,17.432758,"[2, 3036, 7297, 20478]","['GB', 'US']",2016-04-07,966550600.0,106.0,['en'],The Jungle Book,6.7,2977.0,2016,791550600.0
30499,75000000,"[16, 10751]",en,11.01395,"[33, 3341, 6452, 6704]",['US'],2016-06-18,875457937.0,87.0,['en'],The Secret Life of Pets,5.9,3536.0,2016,800457937.0
38176,200000000,"[12, 16, 35, 10751]",en,14.477677,"[2, 3, 88016]",['US'],2016-06-16,1028570889.0,97.0,['en'],Finding Dory,6.8,4333.0,2016,828570889.0
36253,150000000,"[16, 12, 10751, 35]",en,26.024868,"[2, 6125]",['US'],2016-02-11,1023784195.0,108.0,['en'],Zootopia,7.7,4961.0,2016,873784195.0
26567,250000000,"[12, 28, 878]",en,145.882135,"[264, 420, 3036, 84424, 84425]",['US'],2016-04-27,1153304495.0,147.0,"['ro', 'en', 'de', 'ru']",Captain America: Civil War,7.1,7462.0,2016,903304495.0
