,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,year,profit
6791,40000000,"[35, 10749, 18]",en,10.586815,"[33, 284, 694, 10163]","['GB', 'US']",2003-09-07,244931766.0,135.0,"['en', 'fr', 'pt']",Love Actually,7.0,1917.0,2003,204931766.0
6388,200000000,"[28, 53, 878]",en,20.818907,"[5, 763, 6194, 7340, 19116, 23636]","['DE', 'GB', 'US']",2003-07-02,435000000.0,109.0,['en'],Terminator 3: Rise of the Machines,5.9,2177.0,2003,235000000.0
6783,150000000,"[12, 28, 53, 878]",en,15.368205,"[79, 172, 1885, 6194]","['US', 'AU']",2003-11-05,424988211.0,129.0,"['en', 'fr']",The Matrix Revolutions,6.4,3155.0,2003,274988211.0
6195,110000000,"[12, 28, 878, 53]",en,0.913096,[],['US'],2003-04-24,407711549.0,133.0,"['en', 'de', 'it']",X2,6.8,3572.0,2003,297711549.0
6991,140000000,"[18, 28, 10752, 36]",en,19.582325,"[44, 6194, 14718, 20634]","['JP', 'US', 'NZ']",2003-12-05,456758981.0,154.0,"['en', 'ja']",The Last Samurai,7.3,1946.0,2003,316758981.0
6228,80000000,"[14, 35]",en,15.947524,"[33, 158, 159, 160]",['US'],2003-05-23,484572835.0,101.0,['en'],Bruce Almighty,6.4,3121.0,2003,404572835.0
6390,140000000,"[12, 14, 28]",en,47.326665,"[2, 130]",['US'],2003-07-09,655011224.0,143.0,['en'],Pirates of the Caribbean: The Curse of the Black Pearl,7.5,7191.0,2003,515011224.0
6221,150000000,"[12, 28, 53, 878]",en,16.229317,"[79, 172, 375, 1885, 6194]","['AU', 'US']",2003-05-15,738599701.0,138.0,['en'],The Matrix Reloaded,6.7,3500.0,2003,588599701.0
6232,94000000,"[16, 10751]",en,25.497794,[3],['US'],2003-05-30,940335536.0,100.0,['en'],Finding Nemo,7.6,6292.0,2003,846335536.0
7000,94000000,"[12, 14, 28]",en,29.324358,"[11, 12]","['NZ', 'US']",2003-12-01,1118888979.0,201.0,['en'],The Lord of the Rings: The Return of the King,8.1,8226.0,2003,1024888979.0
