,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,year,profit
12278,130000000,"[28, 12, 9648, 53]",en,12.854373,"[2, 130, 831, 19097, 20012, 20013]",['US'],2007-12-13,457363168.0,124.0,"['la', 'en', 'fr']",National Treasure: Book of Secrets,6.1,1782.0,2007,327363168.0
11965,70000000,"[28, 18, 9648, 53]",en,18.173269,"[33, 862, 11347, 11348, 11349]","['DE', 'US']",2007-08-03,442824138.0,115.0,"['en', 'fr', 'ar', 'ru', 'es']",The Bourne Ultimatum,7.3,2938.0,2007,372824138.0
12217,150000000,"[18, 27, 28, 53, 878]",en,11.379355,"[79, 333, 433, 6194, 7364, 12485]",['US'],2007-12-14,585349010.0,101.0,['en'],I Am Legend,6.9,4977.0,2007,435349010.0
11959,75000000,"[16, 35, 10751]",en,14.302911,"[18, 306]",['US'],2007-07-25,527068851.0,87.0,['en'],The Simpsons Movie,6.9,2335.0,2007,452068851.0
11567,150000000,"[16, 35, 10751, 14]",en,20.50803,"[2, 3]",['US'],2007-06-22,623722818.0,111.0,['en'],Ratatouille,7.5,4510.0,2007,473722818.0
11925,150000000,"[12, 878, 28]",en,5.587707,"[4, 27, 56, 435, 2481, 12247, 20011, 22826, 76043]",['US'],2007-06-27,709709780.0,144.0,"['es', 'en']",Transformers,6.6,4113.0,2007,559709780.0
11780,258000000,"[14, 28, 12]",en,27.614265,"[5, 326, 19551]",['US'],2007-05-01,890871626.0,139.0,"['en', 'fr']",Spider-Man 3,5.9,3687.0,2007,632871626.0
11825,160000000,"[14, 12, 16, 35, 10751]",en,14.072479,"[27, 521]",['US'],2007-05-17,798958165.0,93.0,['en'],Shrek the Third,6.0,2355.0,2007,638958165.0
11827,300000000,"[12, 14, 28]",en,31.363664,"[2, 130, 19936]",['US'],2007-05-19,961000000.0,169.0,['en'],Pirates of the Caribbean: At World's End,6.9,4627.0,2007,661000000.0
11927,150000000,"[12, 14, 10751, 9648]",en,21.3643,"[6194, 7364]","['GB', 'US']",2007-06-28,938212738.0,138.0,['en'],Harry Potter and the Order of the Phoenix,7.4,5633.0,2007,788212738.0
