,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count,year,profit
4391,12300000,"[16, 12, 10751]",en,13.631352,"[1, 33, 56, 6422, 20448, 69627]","['IE', 'US']",1988-11-18,84460846.0,69.0,['en'],The Land Before Time,7.0,660.0,1988,72160846.0
2134,28000000,"[35, 18, 10749]",en,8.318954,[306],['US'],1988-12-20,103173635.0,114.0,"['de', 'en']",Working Girl,6.5,242.0,1988,75173635.0
1007,28000000,"[28, 53]",en,16.640522,"[306, 1073, 1885]",['US'],1988-07-15,140767956.0,131.0,"['en', 'de', 'it']",Die Hard,7.5,4005.0,1988,112767956.0
2291,63000000,"[28, 12, 53, 10752]",en,11.624866,"[559, 14723]",['US'],1988-05-24,189015611.0,102.0,"['en', 'ru']",Rambo III,5.7,703.0,1988,126015611.0
2682,18000000,"[14, 18, 35, 10749, 10751]",en,9.562292,"[18, 306, 21451]",['US'],1988-06-03,151668774.0,104.0,['en'],Big,6.9,1022.0,1988,133668774.0
4359,20000000,"[18, 10749]",en,9.270831,[9195],['US'],1988-07-29,171504781.0,104.0,"['en', 'pt']",Cocktail,5.7,330.0,1988,151504781.0
4430,15000000,[35],en,5.952494,[33],['US'],1988-12-09,216614388.0,107.0,['en'],Twins,5.7,566.0,1988,201614388.0
4361,39000000,"[35, 10749]",en,7.830087,"[4, 30]",['US'],1988-06-28,288752301.0,116.0,['en'],Coming to America,6.5,944.0,1988,249752301.0
2871,70000000,"[14, 16, 35, 80, 10751]",en,16.78596,"[56, 554, 9195, 10217]",['US'],1988-06-21,329803958.0,104.0,['en'],Who Framed Roger Rabbit,7.2,1466.0,1988,259803958.0
1852,25000000,[18],en,11.267467,"[60, 206]",['US'],1988-12-11,412800000.0,133.0,"['it', 'en']",Rain Man,7.6,1762.0,1988,387800000.0
